G2R0Y-5156-MONOMER	G2R0Y-5156		RNA polymerase sigma factor RpoD	
G2R0Y-5762-MONOMER	G2R0Y-5762		D-galactose 1-dehydrogenase	
G2R0Y-5763-MONOMER	G2R0Y-5763		GntR-like protein	
G2R0Y-5764-MONOMER	G2R0Y-5764		GntR-like protein	
G2R0Y-5765-MONOMER	G2R0Y-5765		Membrane protein	
G2R0Y-5766-MONOMER	G2R0Y-5766		Membrane protein	
G2R0Y-5767-MONOMER	G2R0Y-5767		Xylonate dehydratase	
G2R0Y-5768-MONOMER	G2R0Y-5768		Xylonate dehydratase	
G2R0Y-5769-MONOMER	G2R0Y-5769		Fumarylacetoacetate hydrolase family protein	
G2R0Y-5770-MONOMER	G2R0Y-5770		Fumarylacetoacetate hydrolase family protein	
G2R0Y-5771-MONOMER	G2R0Y-5771		D-2-hydroxyglutarate dehydrogenase	
G2R0Y-5772-MONOMER	G2R0Y-5772		D-2-hydroxyglutarate dehydrogenase	
G2R0Y-5773-MONOMER	G2R0Y-5773		Aldehyde dehydrogenase	
G2R0Y-5774-MONOMER	G2R0Y-5774		Aldehyde dehydrogenase	
G2R0Y-5775-MONOMER	G2R0Y-5775		MBL-fold metallo-hydrolase superfamily	
G2R0Y-5776-MONOMER	G2R0Y-5776		MBL-fold metallo-hydrolase superfamily	
G2R0Y-5777-MONOMER	G2R0Y-5777		Predicted hydroxymethylpyrimidine transporter CytX	
G2R0Y-5778-MONOMER	G2R0Y-5778		Predicted hydroxymethylpyrimidine transporter CytX	
G2R0Y-5779-MONOMER	G2R0Y-5779		Acetohydroxy acid synthase	
G2R0Y-5780-MONOMER	G2R0Y-5780		Acetohydroxy acid synthase	
G2R0Y-5781-MONOMER	G2R0Y-5781		Predicted arginine uptake transporter	
G2R0Y-5782-MONOMER	G2R0Y-5782		Predicted arginine uptake transporter	
G2R0Y-5783-MONOMER	G2R0Y-5783		Guanidinobutyrase	
G2R0Y-5784-MONOMER	G2R0Y-5784		Guanidinobutyrase	
G2R0Y-5785-MONOMER	G2R0Y-5785		Transcriptional regulator	
G2R0Y-5786-MONOMER	G2R0Y-5786		Transcriptional regulator	
G2R0Y-5787-MONOMER	G2R0Y-5787		Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	
G2R0Y-5788-MONOMER	G2R0Y-5788		Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	
G2R0Y-5789-MONOMER	G2R0Y-5789		Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	
G2R0Y-5790-MONOMER	G2R0Y-5790		Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	
G2R0Y-5791-MONOMER	G2R0Y-5791		ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	
G2R0Y-5792-MONOMER	G2R0Y-5792		ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	
G2R0Y-5793-MONOMER	G2R0Y-5793		ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	
G2R0Y-5794-MONOMER	G2R0Y-5794		ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	
G2R0Y-5795-MONOMER	G2R0Y-5795		ATP-dependent DNA helicase RecQ	
G2R0Y-5796-MONOMER	G2R0Y-5796		ATP-dependent DNA helicase RecQ	
G2R0Y-5797-MONOMER	G2R0Y-5797			
G2R0Y-5798-MONOMER	G2R0Y-5798			
G2R0Y-5799-MONOMER	G2R0Y-5799			
G2R0Y-5800-MONOMER	G2R0Y-5800			
G2R0Y-5801-MONOMER	G2R0Y-5801		Uncharacterized zinc-finger containing protein YbiI	
G2R0Y-5802-MONOMER	G2R0Y-5802		Uncharacterized zinc-finger containing protein YbiI	
G2R0Y-5803-MONOMER	G2R0Y-5803		Arginine/ornithine antiporter ArcD	
G2R0Y-5804-MONOMER	G2R0Y-5804		Arginine/ornithine antiporter ArcD	
G2R0Y-5805-MONOMER	G2R0Y-5805		Uncharacterized MFS-type transporter	
G2R0Y-5806-MONOMER	G2R0Y-5806		Uncharacterized MFS-type transporter	
G2R0Y-5807-MONOMER	G2R0Y-5807		Transcriptional regulator, AraC family	
G2R0Y-5808-MONOMER	G2R0Y-5808		Transcriptional regulator, AraC family	
G2R0Y-5809-MONOMER	G2R0Y-5809		Predicted regulator PutR for proline utilization, GntR family	
G2R0Y-5810-MONOMER	G2R0Y-5810		Predicted regulator PutR for proline utilization, GntR family	
G2R0Y-5811-MONOMER	G2R0Y-5811		TRAP transporter solute receptor, unknown substrate 4	
G2R0Y-5812-MONOMER	G2R0Y-5812		TRAP transporter solute receptor, unknown substrate 4	
G2R0Y-5813-MONOMER	G2R0Y-5813		TRAP dicarboxylate transporter, DctQ subunit, unknown substrate 4	
G2R0Y-5814-MONOMER	G2R0Y-5814		TRAP dicarboxylate transporter, DctQ subunit, unknown substrate 4	
G2R0Y-5815-MONOMER	G2R0Y-5815		TRAP dicarboxylate transporter, DctM subunit, unknown substrate 4	
G2R0Y-5816-MONOMER	G2R0Y-5816		TRAP dicarboxylate transporter, DctM subunit, unknown substrate 4	
G2R0Y-5817-MONOMER	G2R0Y-5817		Malonyl-CoA decarboxylase	
G2R0Y-5818-MONOMER	G2R0Y-5818		Malonyl-CoA decarboxylase	
G2R0Y-5819-MONOMER	G2R0Y-5819		Long-chain-fatty-acid--CoA ligase	
G2R0Y-5820-MONOMER	G2R0Y-5820		Long-chain-fatty-acid--CoA ligase	
G2R0Y-5821-MONOMER	G2R0Y-5821		Sodium/myo-inositol cotransporter	
G2R0Y-5822-MONOMER	G2R0Y-5822		Sodium/myo-inositol cotransporter	
G2R0Y-5823-MONOMER	G2R0Y-5823		Molybdopterin molybdenumtransferase	
G2R0Y-5824-MONOMER	G2R0Y-5824		Molybdopterin molybdenumtransferase	
G2R0Y-5825-MONOMER	G2R0Y-5825		Molybdenum cofactor biosynthesis protein MoaB	
G2R0Y-5826-MONOMER	G2R0Y-5826		Molybdenum cofactor biosynthesis protein MoaB	
G2R0Y-5827-MONOMER	G2R0Y-5827		protein of unknown function DUF1244	
G2R0Y-5828-MONOMER	G2R0Y-5828		protein of unknown function DUF1244	
G2R0Y-5829-MONOMER	G2R0Y-5829		Formate dehydrogenase -O, gamma subunit	
G2R0Y-5830-MONOMER	G2R0Y-5830		Formate dehydrogenase -O, gamma subunit	
G2R0Y-5831-MONOMER	G2R0Y-5831		Formate dehydrogenase-O, iron-sulfur subunit; Putative formate dehydrogenase iron-sulfur subunit	
G2R0Y-5832-MONOMER	G2R0Y-5832		Formate dehydrogenase-O, iron-sulfur subunit; Putative formate dehydrogenase iron-sulfur subunit	
G2R0Y-5833-MONOMER	G2R0Y-5833		Formate dehydrogenase-O, major subunit	
G2R0Y-5834-MONOMER	G2R0Y-5834		Formate dehydrogenase-O, major subunit	
G2R0Y-5835-MONOMER	G2R0Y-5835		Formate dehydrogenase subunit or accessory protein	
G2R0Y-5836-MONOMER	G2R0Y-5836		Formate dehydrogenase subunit or accessory protein	
G2R0Y-5837-MONOMER	G2R0Y-5837		Putative formate dehydrogenase-specific chaperone	
G2R0Y-5838-MONOMER	G2R0Y-5838		Putative formate dehydrogenase-specific chaperone	
G2R0Y-5839-MONOMER	G2R0Y-5839		Iron-sulfur cluster-binding protein	
G2R0Y-5840-MONOMER	G2R0Y-5840		Iron-sulfur cluster-binding protein	
G2R0Y-5841-MONOMER	G2R0Y-5841		hypothetical protein	
G2R0Y-5842-MONOMER	G2R0Y-5842		hypothetical protein	
G2R0Y-5843-MONOMER	G2R0Y-5843			
G2R0Y-5844-MONOMER	G2R0Y-5844			
G2R0Y-5845-MONOMER	G2R0Y-5845		Sulfur carrier protein FdhD	
G2R0Y-5846-MONOMER	G2R0Y-5846		Sulfur carrier protein FdhD	
G2R0Y-5847-MONOMER	G2R0Y-5847		Molybdenum cofactor guanylyltransferase	
G2R0Y-5848-MONOMER	G2R0Y-5848		Molybdenum cofactor guanylyltransferase	
G2R0Y-5849-MONOMER	G2R0Y-5849		Molybdopterin molybdenumtransferase	
G2R0Y-5850-MONOMER	G2R0Y-5850		Molybdopterin molybdenumtransferase	
G2R0Y-5851-MONOMER	G2R0Y-5851		GTP 3',8-cyclase	
G2R0Y-5852-MONOMER	G2R0Y-5852		GTP 3',8-cyclase	
G2R0Y-5853-MONOMER	G2R0Y-5853		Metal chaperone, involved in Zn homeostasis	
G2R0Y-5854-MONOMER	G2R0Y-5854		Metal chaperone, involved in Zn homeostasis	
G2R0Y-5855-MONOMER	G2R0Y-5855		diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	
G2R0Y-5856-MONOMER	G2R0Y-5856		diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	
G2R0Y-5857-MONOMER	G2R0Y-5857		LysR family transcriptional regulator PA0133	
G2R0Y-5858-MONOMER	G2R0Y-5858		LysR family transcriptional regulator PA0133	
G2R0Y-5859-MONOMER	G2R0Y-5859		Cytosine/purine/uracil/thiamine/allantoin permease family protein	
G2R0Y-5860-MONOMER	G2R0Y-5860		Cytosine/purine/uracil/thiamine/allantoin permease family protein	
G2R0Y-5861-MONOMER	G2R0Y-5861		N-carbamoylputrescine amidase; Aliphatic amidase AmiE	
G2R0Y-5862-MONOMER	G2R0Y-5862		N-carbamoylputrescine amidase; Aliphatic amidase AmiE	
G2R0Y-5863-MONOMER	G2R0Y-5863		Dihydropyrimidinase; D-hydantoinase	
G2R0Y-5864-MONOMER	G2R0Y-5864		Dihydropyrimidinase; D-hydantoinase	
G2R0Y-5865-MONOMER	G2R0Y-5865		NAD-dependent dihydropyrimidine dehydrogenase subunit PreT	
G2R0Y-5866-MONOMER	G2R0Y-5866		NAD-dependent dihydropyrimidine dehydrogenase subunit PreT	
G2R0Y-5867-MONOMER	G2R0Y-5867		NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	
G2R0Y-5868-MONOMER	G2R0Y-5868		NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	
G2R0Y-5869-MONOMER	G2R0Y-5869		Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	
G2R0Y-5870-MONOMER	G2R0Y-5870		Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	
G2R0Y-5871-MONOMER	G2R0Y-5871		Transporter, AcrB/D/F family	
G2R0Y-5872-MONOMER	G2R0Y-5872		Transporter, AcrB/D/F family	
G2R0Y-5873-MONOMER	G2R0Y-5873		hypothetical protein	
G2R0Y-5874-MONOMER	G2R0Y-5874		hypothetical protein	
G2R0Y-5875-MONOMER	G2R0Y-5875		Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family	
G2R0Y-5876-MONOMER	G2R0Y-5876		Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family	
G2R0Y-5877-MONOMER	G2R0Y-5877		Cytosine deaminase	
G2R0Y-5878-MONOMER	G2R0Y-5878		Cytosine deaminase	
G2R0Y-5879-MONOMER	G2R0Y-5879		tRNA proofreading protein STM4549	
G2R0Y-5880-MONOMER	G2R0Y-5880		tRNA proofreading protein STM4549	
G2R0Y-5881-MONOMER	G2R0Y-5881			
G2R0Y-5882-MONOMER	G2R0Y-5882			
G2R0Y-5883-MONOMER	G2R0Y-5883		Transcriptional regulator, GntR family domain; Aspartate aminotransferase	
G2R0Y-5884-MONOMER	G2R0Y-5884		Transcriptional regulator, GntR family domain; Aspartate aminotransferase	
G2R0Y-5885-MONOMER	G2R0Y-5885		Phosphatidylcholine synthase	
G2R0Y-5886-MONOMER	G2R0Y-5886		Phosphatidylcholine synthase	
G2R0Y-5887-MONOMER	G2R0Y-5887		Secreted and surface protein containing fasciclin-like repeats	
G2R0Y-5888-MONOMER	G2R0Y-5888		Secreted and surface protein containing fasciclin-like repeats	
G2R0Y-5889-MONOMER	G2R0Y-5889		hypothetical protein	
G2R0Y-5890-MONOMER	G2R0Y-5890		hypothetical protein	
G2R0Y-5891-MONOMER	G2R0Y-5891		FIG111991: hypothetical protein	
G2R0Y-5892-MONOMER	G2R0Y-5892		FIG111991: hypothetical protein	
G2R0Y-5893-MONOMER	G2R0Y-5893		hypothetical protein	
G2R0Y-5894-MONOMER	G2R0Y-5894		hypothetical protein	
G2R0Y-5895-MONOMER	G2R0Y-5895		PemK-like protein	
G2R0Y-5896-MONOMER	G2R0Y-5896		PemK-like protein	
G2R0Y-5897-MONOMER	G2R0Y-5897		Transcriptional regulator, AsnC family	
G2R0Y-5898-MONOMER	G2R0Y-5898		Transcriptional regulator, AsnC family	
G2R0Y-5899-MONOMER	G2R0Y-5899		Peptide deformylase	
G2R0Y-5900-MONOMER	G2R0Y-5900		Peptide deformylase	
G2R0Y-5901-MONOMER	G2R0Y-5901		DNA-binding transcriptional regulator, MocR family; aminotransferase domain	
G2R0Y-5902-MONOMER	G2R0Y-5902		DNA-binding transcriptional regulator, MocR family; aminotransferase domain	
G2R0Y-5903-MONOMER	G2R0Y-5903		Phenazine biosynthesis protein PhzF like	
G2R0Y-5904-MONOMER	G2R0Y-5904		Phenazine biosynthesis protein PhzF like	
G2R0Y-5905-MONOMER	G2R0Y-5905		Fructose-bisphosphate aldolase class I	
G2R0Y-5906-MONOMER	G2R0Y-5906		Fructose-bisphosphate aldolase class I	
G2R0Y-5907-MONOMER	G2R0Y-5907		Heat shock protein Hsp20	
G2R0Y-5908-MONOMER	G2R0Y-5908		Heat shock protein Hsp20	
G2R0Y-5909-MONOMER	G2R0Y-5909		Heat shock protein Hsp20	
G2R0Y-5910-MONOMER	G2R0Y-5910		Heat shock protein Hsp20	
G2R0Y-5911-MONOMER	G2R0Y-5911		Threonine efflux protein	
G2R0Y-5912-MONOMER	G2R0Y-5912		Threonine efflux protein	
G2R0Y-5913-MONOMER	G2R0Y-5913		Hydrogenase maturation factor	
G2R0Y-5914-MONOMER	G2R0Y-5914		Hydrogenase maturation factor	
G2R0Y-321-MONOMER	G2R0Y-321		RNA polymerase sigma factor for flagellar operon	
G2R0Y-5915-MONOMER	G2R0Y-5915		Metal-dependent hydrolase related to alanyl-tRNA synthetase	
G2R0Y-5916-MONOMER	G2R0Y-5916		Metal-dependent hydrolase related to alanyl-tRNA synthetase	
G2R0Y-5917-MONOMER	G2R0Y-5917		Transcriptional regulator, LysR family	
G2R0Y-5918-MONOMER	G2R0Y-5918		Transcriptional regulator, LysR family	
G2R0Y-5919-MONOMER	G2R0Y-5919		monooxygenase, FAD-binding	
G2R0Y-5920-MONOMER	G2R0Y-5920		monooxygenase, FAD-binding	
G2R0Y-5921-MONOMER	G2R0Y-5921		hypothetical protein	
G2R0Y-5922-MONOMER	G2R0Y-5922		hypothetical protein	
G2R0Y-5923-MONOMER	G2R0Y-5923		Transcriptional regulator, AsnC family	
G2R0Y-5924-MONOMER	G2R0Y-5924		Transcriptional regulator, AsnC family	
G2R0Y-5925-MONOMER	G2R0Y-5925			
G2R0Y-5926-MONOMER	G2R0Y-5926			
G2R0Y-5927-MONOMER	G2R0Y-5927		hypothetical protein	
G2R0Y-5928-MONOMER	G2R0Y-5928		hypothetical protein	
G2R0Y-5929-MONOMER	G2R0Y-5929		FIG01207191: hypothetical protein	
G2R0Y-5930-MONOMER	G2R0Y-5930		FIG01207191: hypothetical protein	
G2R0Y-5931-MONOMER	G2R0Y-5931		Transcriptional regulator of pyrimidine catabolism (TetR family)	
G2R0Y-5932-MONOMER	G2R0Y-5932		Transcriptional regulator of pyrimidine catabolism (TetR family)	
G2R0Y-5933-MONOMER	G2R0Y-5933		Malonate-semialdehyde dehydrogenase [inositol]	
G2R0Y-5934-MONOMER	G2R0Y-5934		Malonate-semialdehyde dehydrogenase [inositol]	
G2R0Y-5935-MONOMER	G2R0Y-5935		Omega-amino acid--pyruvate aminotransferase	
G2R0Y-5936-MONOMER	G2R0Y-5936		Omega-amino acid--pyruvate aminotransferase	
G2R0Y-5937-MONOMER	G2R0Y-5937		Heme-degrading monooxygenase, staphylobilin-producing	
G2R0Y-5938-MONOMER	G2R0Y-5938		Heme-degrading monooxygenase, staphylobilin-producing	
G2R0Y-5939-MONOMER	G2R0Y-5939		Cryptochrome	
G2R0Y-5940-MONOMER	G2R0Y-5940		Cryptochrome	
G2R0Y-5941-MONOMER	G2R0Y-5941			
G2R0Y-5942-MONOMER	G2R0Y-5942			
G2R0Y-5943-MONOMER	G2R0Y-5943		Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase	
G2R0Y-5944-MONOMER	G2R0Y-5944		Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase	
G2R0Y-5945-MONOMER	G2R0Y-5945		Succinate-semialdehyde dehydrogenase [NAD(P)+]	
G2R0Y-5946-MONOMER	G2R0Y-5946		Succinate-semialdehyde dehydrogenase [NAD(P)+]	
G2R0Y-5947-MONOMER	G2R0Y-5947		Uncharacterized amino acid permease, GabP family	
G2R0Y-5948-MONOMER	G2R0Y-5948		Uncharacterized amino acid permease, GabP family	
G2R0Y-5949-MONOMER	G2R0Y-5949		Transcriptional regulator, GntR family domain; Aspartate aminotransferase	
G2R0Y-5950-MONOMER	G2R0Y-5950		Transcriptional regulator, GntR family domain; Aspartate aminotransferase	
G2R0Y-5951-MONOMER	G2R0Y-5951		FIG01200315: hypothetical protein	
G2R0Y-5952-MONOMER	G2R0Y-5952		FIG01200315: hypothetical protein	
G2R0Y-5953-MONOMER	G2R0Y-5953		hypothetical protein	
G2R0Y-5954-MONOMER	G2R0Y-5954		hypothetical protein	
G2R0Y-5955-MONOMER	G2R0Y-5955			
G2R0Y-5956-MONOMER	G2R0Y-5956			
G2R0Y-5957-MONOMER	G2R0Y-5957		Arginine/ornithine antiporter ArcD	
G2R0Y-5958-MONOMER	G2R0Y-5958		Arginine/ornithine antiporter ArcD	
G2R0Y-5959-MONOMER	G2R0Y-5959			
G2R0Y-5960-MONOMER	G2R0Y-5960			
G2R0Y-5961-MONOMER	G2R0Y-5961		Bll2871 protein	
G2R0Y-5962-MONOMER	G2R0Y-5962		Bll2871 protein	
G2R0Y-5963-MONOMER	G2R0Y-5963		N-carbamoyl-L-amino acid hydrolase	
G2R0Y-5964-MONOMER	G2R0Y-5964		N-carbamoyl-L-amino acid hydrolase	
G2R0Y-5965-MONOMER	G2R0Y-5965		Transcriptional regulator, GntR family	
G2R0Y-5966-MONOMER	G2R0Y-5966		Transcriptional regulator, GntR family	
G2R0Y-5967-MONOMER	G2R0Y-5967		N-ethylmaleimide reductase	
G2R0Y-5968-MONOMER	G2R0Y-5968		N-ethylmaleimide reductase	
G2R0Y-5969-MONOMER	G2R0Y-5969		hypothetical protein	
G2R0Y-5970-MONOMER	G2R0Y-5970		hypothetical protein	
G2R0Y-5971-MONOMER	G2R0Y-5971			
G2R0Y-5972-MONOMER	G2R0Y-5972			
G2R0Y-5973-MONOMER	G2R0Y-5973		Bis-ABC ATPase YbiT	
G2R0Y-5974-MONOMER	G2R0Y-5974		Bis-ABC ATPase YbiT	
G2R0Y-5975-MONOMER	G2R0Y-5975		Sirohydrochlorin cobaltochelatase CbiX(long)	
G2R0Y-5976-MONOMER	G2R0Y-5976		Sirohydrochlorin cobaltochelatase CbiX(long)	
G2R0Y-5977-MONOMER	G2R0Y-5977		Deacetylases, including yeast histone deacetylase and acetoin utilization protein	
G2R0Y-5978-MONOMER	G2R0Y-5978		Deacetylases, including yeast histone deacetylase and acetoin utilization protein	
G2R0Y-5979-MONOMER	G2R0Y-5979		Sodium-dependent phosphate transporter	
G2R0Y-5980-MONOMER	G2R0Y-5980		Sodium-dependent phosphate transporter	
G2R0Y-5981-MONOMER	G2R0Y-5981			
G2R0Y-5982-MONOMER	G2R0Y-5982			
G2R0Y-5983-MONOMER	G2R0Y-5983		D-amino acid dehydrogenase	
G2R0Y-5984-MONOMER	G2R0Y-5984		D-amino acid dehydrogenase	
G2R0Y-5985-MONOMER	G2R0Y-5985		Putative phosphatase	
G2R0Y-5986-MONOMER	G2R0Y-5986		Putative phosphatase	
G2R0Y-5987-MONOMER	G2R0Y-5987			
G2R0Y-5988-MONOMER	G2R0Y-5988			
G2R0Y-5989-MONOMER	G2R0Y-5989		Mg/Co/Ni transporter MgtE, CBS domain-containing	
G2R0Y-5990-MONOMER	G2R0Y-5990		Mg/Co/Ni transporter MgtE, CBS domain-containing	
G2R0Y-5991-MONOMER	G2R0Y-5991		Myo-inositol 2-dehydrogenase 2	
G2R0Y-5992-MONOMER	G2R0Y-5992		Myo-inositol 2-dehydrogenase 2	
G2R0Y-5993-MONOMER	G2R0Y-5993		Malonate-semialdehyde dehydrogenase [inositol]	
G2R0Y-5994-MONOMER	G2R0Y-5994		Malonate-semialdehyde dehydrogenase [inositol]	
G2R0Y-5995-MONOMER	G2R0Y-5995		Inosose dehydratase	
G2R0Y-5996-MONOMER	G2R0Y-5996		Inosose dehydratase	
G2R0Y-5997-MONOMER	G2R0Y-5997		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase	
G2R0Y-5998-MONOMER	G2R0Y-5998		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase	
G2R0Y-5999-MONOMER	G2R0Y-5999		5-keto-2-deoxygluconokinase; uncharacterized domain	
G2R0Y-6000-MONOMER	G2R0Y-6000		5-keto-2-deoxygluconokinase; uncharacterized domain	
G2R0Y-6001-MONOMER	G2R0Y-6001		Inositol transport system ATP-binding protein	
G2R0Y-6002-MONOMER	G2R0Y-6002		Inositol transport system ATP-binding protein	
G2R0Y-6003-MONOMER	G2R0Y-6003		Inositol transport system permease protein	
G2R0Y-6004-MONOMER	G2R0Y-6004		Inositol transport system permease protein	
G2R0Y-6005-MONOMER	G2R0Y-6005		Inositol transport system sugar-binding protein	
G2R0Y-6006-MONOMER	G2R0Y-6006		Inositol transport system sugar-binding protein	
G2R0Y-6007-MONOMER	G2R0Y-6007		Predicted transcriptional regulator of the myo-inositol catabolic operon	
G2R0Y-6008-MONOMER	G2R0Y-6008		Predicted transcriptional regulator of the myo-inositol catabolic operon	
G2R0Y-6009-MONOMER	G2R0Y-6009		Myo-inositol 2-dehydrogenase	
G2R0Y-6010-MONOMER	G2R0Y-6010		Myo-inositol 2-dehydrogenase	
G2R0Y-6011-MONOMER	G2R0Y-6011		5-deoxy-glucuronate isomerase	
G2R0Y-6012-MONOMER	G2R0Y-6012		5-deoxy-glucuronate isomerase	
G2R0Y-6013-MONOMER	G2R0Y-6013		Uncharacterized UPF0721 integral membrane protein	
G2R0Y-6014-MONOMER	G2R0Y-6014		Uncharacterized UPF0721 integral membrane protein	
G2R0Y-6015-MONOMER	G2R0Y-6015		UDP-glucose 4-epimerase	
G2R0Y-6016-MONOMER	G2R0Y-6016		UDP-glucose 4-epimerase	
G2R0Y-6017-MONOMER	G2R0Y-6017		diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	
G2R0Y-6018-MONOMER	G2R0Y-6018		diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	
G2R0Y-6019-MONOMER	G2R0Y-6019		diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	
G2R0Y-6020-MONOMER	G2R0Y-6020		diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	
G2R0Y-6021-MONOMER	G2R0Y-6021		TRAP dicarboxylate transporter, DctM subunit, unknown substrate 5	
CPLX2R0Y-3			putative sulfate ATP-driven transporter	
G2R0Y-6022-MONOMER	G2R0Y-6022		TRAP dicarboxylate transporter, DctM subunit, unknown substrate 5	
G2R0Y-6023-MONOMER	G2R0Y-6023		TRAP dicarboxylate transporter, DctQ subunit, unknown substrate 5	
G2R0Y-6024-MONOMER	G2R0Y-6024		TRAP dicarboxylate transporter, DctQ subunit, unknown substrate 5	
G2R0Y-6025-MONOMER	G2R0Y-6025		TRAP transporter solute receptor, unknown substrate 5	
G2R0Y-6026-MONOMER	G2R0Y-6026		TRAP transporter solute receptor, unknown substrate 5	
G2R0Y-6027-MONOMER	G2R0Y-6027		Lactam utilization protein LamB	
G2R0Y-6028-MONOMER	G2R0Y-6028		Lactam utilization protein LamB	
G2R0Y-6029-MONOMER	G2R0Y-6029		Allophanate hydrolase 2 subunit 1	
G2R0Y-6030-MONOMER	G2R0Y-6030		Allophanate hydrolase 2 subunit 1	
G2R0Y-6031-MONOMER	G2R0Y-6031		Allophanate hydrolase 2 subunit 2	
G2R0Y-6032-MONOMER	G2R0Y-6032		Allophanate hydrolase 2 subunit 2	
G2R0Y-6033-MONOMER	G2R0Y-6033		Flavohemoglobin; Nitric oxide dioxygenase	
G2R0Y-6034-MONOMER	G2R0Y-6034		Flavohemoglobin; Nitric oxide dioxygenase	
G2R0Y-6035-MONOMER	G2R0Y-6035		Nitrite-sensitive transcriptional repressor NsrR	
G2R0Y-6036-MONOMER	G2R0Y-6036		Nitrite-sensitive transcriptional repressor NsrR	
G2R0Y-6037-MONOMER	G2R0Y-6037		Catalase-peroxidase KatG	
G2R0Y-6038-MONOMER	G2R0Y-6038		Catalase-peroxidase KatG	
G2R0Y-6039-MONOMER	G2R0Y-6039		Oxidoreductase, aldo/keto reductase family	
G2R0Y-6040-MONOMER	G2R0Y-6040		Oxidoreductase, aldo/keto reductase family	
G2R0Y-6041-MONOMER	G2R0Y-6041		Efflux ABC transporter, permease/ATP-binding protein	
G2R0Y-6042-MONOMER	G2R0Y-6042		Efflux ABC transporter, permease/ATP-binding protein	
G2R0Y-6043-MONOMER	G2R0Y-6043		NAD(P) transhydrogenase subunit beta	
G2R0Y-6044-MONOMER	G2R0Y-6044		NAD(P) transhydrogenase subunit beta	
G2R0Y-6045-MONOMER	G2R0Y-6045		NAD(P) transhydrogenase N-domain of subunit alpha; NAD(P) transhydrogenase C-domain of subunit alpha	
G2R0Y-6046-MONOMER	G2R0Y-6046		NAD(P) transhydrogenase N-domain of subunit alpha; NAD(P) transhydrogenase C-domain of subunit alpha	
G2R0Y-6047-MONOMER	G2R0Y-6047		O-acetylhomoserine sulfhydrylase; O-succinylhomoserine sulfhydrylase	
G2R0Y-6048-MONOMER	G2R0Y-6048		O-acetylhomoserine sulfhydrylase; O-succinylhomoserine sulfhydrylase	
G2R0Y-6049-MONOMER	G2R0Y-6049		L-serine dehydratase, beta subunit; L-serine dehydratase, alpha subunit	
G2R0Y-6050-MONOMER	G2R0Y-6050		L-serine dehydratase, beta subunit; L-serine dehydratase, alpha subunit	
G2R0Y-6051-MONOMER	G2R0Y-6051		Formyltetrahydrofolate deformylase	
G2R0Y-6052-MONOMER	G2R0Y-6052		Formyltetrahydrofolate deformylase	
G2R0Y-6053-MONOMER	G2R0Y-6053		Sarcosine oxidase gamma subunit	
G2R0Y-6054-MONOMER	G2R0Y-6054		Sarcosine oxidase gamma subunit	
G2R0Y-6055-MONOMER	G2R0Y-6055		Sarcosine oxidase alpha subunit	
G2R0Y-6056-MONOMER	G2R0Y-6056		Sarcosine oxidase alpha subunit	
G2R0Y-6057-MONOMER	G2R0Y-6057		Sarcosine oxidase delta subunit	
G2R0Y-6058-MONOMER	G2R0Y-6058		Sarcosine oxidase delta subunit	
G2R0Y-6059-MONOMER	G2R0Y-6059		Sarcosine oxidase beta subunit	
G2R0Y-6060-MONOMER	G2R0Y-6060		Sarcosine oxidase beta subunit	
G2R0Y-6061-MONOMER	G2R0Y-6061		Serine hydroxymethyltransferase	
G2R0Y-6062-MONOMER	G2R0Y-6062		Serine hydroxymethyltransferase	
G2R0Y-6063-MONOMER	G2R0Y-6063		GbcB Glycine betaine demethylase subunit B	
G2R0Y-6064-MONOMER	G2R0Y-6064		GbcB Glycine betaine demethylase subunit B	
